桃園市2023微型創業講座,桃園市第二專長發展協會辦理「桃園市2023微型創業講座」，鼓勵學生跨界學習，發掘、培育優秀青年學子創業，為活絡校園創業氛圍，特舉辦是次講座，集結新創團隊及企業人士齊聚一堂，啟發學生創業DNA細胞，瞭解創業相關環節及如何善用政府資源取得創業貸款，以培養新一世代的學生青年創業家。除了提供學生與專業人士交流的機會，讓學生學習實用的經驗和技巧之外，還可以幫助學生建立人際網絡，這對於未來的職業發展非常重要。透過講座讓學生了解自己是否適合從事創業，以及如何在創業過程中克服困難和挑戰。,#微型創業 #青年創業,https://iec.yzu.edu.tw/images/202305051619241120000505_Attach1.png,https://iec.yzu.edu.tw/index.php/latest-news01/event/20230508-i2,講座
創業前你不能不知道的三大重點,身為電商人，對於網路交易的風險都應該要非常清楚，尤其是遇到像是智慧財產權侵權等行為，或是遇到有廠商根你限制售價，其實是以違反了公平交易法，這場講座運用白話文的方式，讓你可以了解到整個所有電商平台、競爭者、和和作者間的利害關係喔。,#法律 #智慧財產權 #電商規範,https://image-cdn-flare.qdm.cloud/q60f8f147a6b19/image/data/50%E5%A0%82%E9%9B%BB%E5%95%86%E5%90%8D%E4%BA%BA%E6%8C%87%E6%A8%99%E8%AC%9B%E5%BA%A7%E7%B3%BB%E5%88%97/E01EC%20%E5%89%B5%E6%A5%AD%E5%89%8D%E4%BD%A0%E4%B8%8D%E8%83%BD%E4%B8%8D%E7%9F%A5%E9%81%93%E7%9A%84%E4%B8%89%E5%A4%A7%E9%87%8D%E9%BB%9E/___001_1.jpg,https://www.shumai.com.tw/about-start-business,講座
2023第18屆戰國策全國創新創業競賽,戰國策全國創新創業競賽自2006年起連年舉辦，迄今已邁入第18年，為臺灣由創育機構自辦之最大的創新創業競賽活動品牌。第18屆戰國策全國創新創業競賽，由國立雲林科技大學、社團法人中華創業育成協會接棒辦理，本次競賽期望達成青年創新創意發想、創業實踐及培育創業家之目的，並讓更多青年及新創團隊認識全國育成中心輔導能量，提升校園創新創業實踐之資源鏈結。,#學生創業 #第18屆戰國策全國創新創業競賽,https://warringcontest.ssey.com.tw/Images/Logo2.png,https://warringcontest.ssey.com.tw/index.aspx,競賽
2023 新創千里馬創業競賽,"? 新創獎項多達30個~
? 各組皆可跨組報名產業SDGs永續發展組!!
?把握機會角逐競賽獎金 ，立馬手刀報名吧!! ",#創業競賽 #千里馬,https://tipfile.takming.edu.tw/postfolder/F11122074.jpg,https://bhuntr.com/tw/external-link?url=https%3A%2F%2Fparg.co%2FbRbf,競賽
2023HSH創新創業競賽,"花蓮縣近年積極建構有利於創業與培育中小企業之優質創業環境，並推動青年創業政策，培育在地、返鄉青年，並在地區域資源整合，攜手產、官、學、研共同合作，減輕創業或創新過程的投資成本與創業風險，降低企業的風險，運用文化、農業及生態等資產，接軌與發展花蓮特色產業，鼓勵在地企業與青年勇敢造夢，激發產業轉型創新動能。

第三屆HSH創新創業競賽，將持續與聯合國「2030永續發展17項目標」(SDGs)連結，鼓勵青年提出創新構想，並與地方需求、社會議題結合，讓團隊在創業獲利的同時，也能解決社會問題，開創全新與永續的企業經營模式。",#企劃競賽 #青年創業,http://ydc.org.tw/upload/news/202303020834360.jpg,http://ydc.org.tw/news-inner.aspx?num=132,競賽
2023全國大專校院Healthy x Happy創新創業競賽,"全國大專校院「Healthy x Happy」創新創業競賽自2017年起舉辦，迄今已邁入第七年，因應近年來健康促進議題成為我國重要推動政策之一，有鑑於健康的人民是國家競爭力的一部份，也是國家永續發展很重要的推動力，因此以「Healthy x Happy」為辦理本活動之核心價值。

邀請全國大專校院生一起腦力激盪，藉由創意構想、創新產品或服務、創業行銷的企劃過程，培養莘莘學子對於社會議題之觀察與研究能力，並幫助具創新思維之學生一展長才；另一方面也期盼為社會大眾開發具潛力的健康新點子，進而孕育願意投入創造社會新價值之新血。",#企劃競賽 #專案,https://iaci.cmu.edu.tw/sites/iaci.cmu.edu.tw/files/uploads/news/2023%E5%85%A8%E5%9C%8B%E5%A4%A7%E5%B0%88%E6%A0%A1%E9%99%A2Healthy%20x%20Happy%E5%89%B5%E6%96%B0%E5%89%B5%E6%A5%AD%E7%AB%B6%E8%B3%BD_%E6%B5%B7%E5%A0%B1.jpg,https://iaci.cmu.edu.tw/news/129,競賽
車庫精神 in TAICHUNG,本年度競賽規劃分為「製造轉型」與「商業應用」2組別，徵選本市各方好手參與第二屆「車庫精神 in TAICHUNG」產業之星，並透過實證場域規劃、測試，進而使青創、新創及企業二代接班與在地產業進行鏈結，為產業注入創新能量，同時讓青/新創達成業務上的擴展並獲得所需資源。,#政府主辦 #商業應用 #製造轉型 #車庫精神 #企劃競賽,https://youth-taichung.com.tw/WPContent/Uploads/editor/2_%E8%BB%8A%E5%BA%AB%E7%B2%BE%E7%A5%9E-%E7%94%A2%E6%A5%AD%E4%B9%8B%E6%98%9F%E4%B8%BB%E8%A6%96%E8%A6%BAb.jpg,https://youth-taichung.com.tw/startbusiness.aspx,競賽
2023第十屆國立臺北教育大學校園創業競賽,主題為新事業發展方向，以本校教學研究或重點特色之相關領域為主，如教育創新、科學教育、社會企業、健康體育、文化創意、藝術設計等。僅需有創業概念並具備可行模式即可參賽，經由建構一套完整且創新的技術、產品、營運模式與品牌行銷規劃，使之成為各領域市場上的明日之星。,#校園 #創業競賽,https://orad.ntue.edu.tw/var/file/11/1011/img/331734726_553727550059522_4017499202554908484_n.jpg,"https://orad.ntue.edu.tw/p/406-1011-18273,r525.php?Lang=zh-tw",競賽
112年度U-start創新創業計畫,教育部98年依據「振興經濟擴大公共建設特別條例」，訂定「大專畢業生創業服務方案」，以「勇於挑戰、大膽創新」的精神、「創業天使投資補助」概念及「校園創業育成輔導」機制，99年起更名為「大專畢業生創業服務計畫(簡稱U-start計畫)」。計畫主要目的為提升校園創新創業文化，鼓勵大專校院優化校園創業環境,#學生創業,https://ustart.yda.gov.tw/var/file/0/1000/randimg/mobileadv_18_3408691_75336.png,https://ustart.yda.gov.tw/?Lang=zh-tw,計畫
南臺灣國際新創聚落發展計畫,本計畫以「打造國際創業聚落，完善南部5G、AIoT相關之新創企業發展環境」為主軸，於高雄建置「亞灣新創園」，整合創新創業資源協助科技新創鏈結產業，同時結合5G、AIoT技術，透過周邊大型企業以大帶小的方式，協助新創啟動成長，並驅動產業創新應用。此外，亦鏈結在地實證場域，發展智慧港灣、智慧娛樂、智慧展覽、數位內容等新創產品或服務應用落地，透過與國際大廠及加速器合作，促成國際資源交流，協助新創拓展全球市場。,#新創辦公 #展演空間,https://0800056476.sme.gov.tw/ebook/html/images/pagebaanner35.jpg,https://www.moeasmea.gov.tw/article-tw-2729-9253,計畫
SBTR推動中小企業城鄉創生轉型輔導計畫,行政院將2019年訂為「臺灣地方創生元年」，為落實地方創生，鼓勵國內中小企業以經濟力 、特色力、整合力等三大概念發展城鄉事業，透由創生場域改造活化、在地文化塑造、特色產業發展、商業模式創新，健全企業體質，發揮在地示範性與影響力，加速地方產業轉型、提升產業競爭力，促進地方經濟發展及創造在地就業機會，帶動人口回流及區域均衡發展，達成城鄉創生之目標。,#中小企業 #轉型,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAQwAAAC8CAMAAAC672BgAAABHVBMVEX///+EZRptqQiEZCY1rBAleDBwqQkney8tqgAjqAAyqwjx+fFlpQBrpQB/Xhf0+/V+XQDn4dfd8Ny4p4nQ69Cz3rJmogB/XRaBYB5+Www4rxtZuEdEszJ9WwC+473n9uiGy3/29O92xW7d6s4ZdCaBYQ6IaSvH5say3rBtwWOr2KbQ4rzc6s3m8Nzo8era6N0Lch/w7eaagVPj3dGU0ZCDtUHD26mz0ZGhimHGuaPh8+J1w2uj2KGQvVm205e+16Kpy4J6sS6Ywme7079Rk12lxKvK3c54qYFBi0uOtJRemWnVzLiSdzoAbRKqlm2RdUOyn3+MzYZRtT1ivliTvl+ixnQ1gkKwzLWGr43JvqWplWqZgVjZ0L6LbTV1TwCTKmJ+AAAWlklEQVR4nO1dCVviyBalaYSEgFHc2GSTRUUUFFBsXFAUxXYD126d//8zXlVlqUrqBnBaEqcf5/umRchSdXKXc28Vjss1wQQTTDDBBBNMMMEEE0wwwQgo1esbTo9hvKgf1B6KoxxYrAUQaslxD8hBPAbcbnegtjLsuOQBPhDj72Wjrk1xiHGseLUDAyf2jMwBtNzaHOuDDiu6GZTsGpzNWAnoUwwMsI2NAMNF4Mi+8dmKo8AoT7zkNuDBzhHaiGOWjJrFQUmvkYyWrUO0Dw/sJAOH8EEHASMZXtneQdqFA8MsA6CjHJq4cLv/P8iAosEGx8X/BxnuAKC2axwXfysZD6ZpHnBH1HnD+FsD6KNpqlzUkFocF38tGebgGHg0HXDMGwZgPn8HOCcIGOOBBHAROHZmrGNHiSPDqLUhwxhcxfyHIXvNUzXIUImnAk45fwcOuLmyIXQXMAy3WzJfJLkytB3ynwAnL1knkIFUwsVP+agVCAS8f4O5rHBkML2bImQYpgqm2ApY2Mt/ENzDZ1SEWZIpZLAuIT3oDTCLKu8/BT5f6EFDBiOGlzl5pUUP+RvUB59c9Y4X7CXH9FxDM9CqG+IcSsV6sTTYe+VN4+/mfELtHfYSmm2Miu3LkfEYXAwsBrwndet2/unF1EXnnHnD/Pz1R89rEOOcTer1qzXNiwEvgTvgPrHI/Fvl7NRU9rq7Rd8yh1BtVkAjg1WoJhIDu2Oc2L/BbtCrIRg8ALvdZ+UpjGz5TH/LXJ9okRBUXF7N5sxUDWquO4IjSgaiY/EB6OJdKmRMTZU72luyqX2jkcGLU8aHStxHX01nlBa9LFBBzo3wTCNjqtzWIqnJ4DUyoJARUC9oJvALxk9Xy2tEsGWuME91MqayFxobxva3SkYS4kJrd5ibQl9xZam4aGLDGzgwJpYt3xRl40ltXkisEWieAMXPgHoxQIF8NS9x4e6tmQ231xjZ2lmGjbbKBjs5TWcAzU8tY/BGw3XIvgJWODK83sVHtntFgwZmo6u+y2QOrV1xxJPRUi9kXlWyWnHBkDfPz7esPhwzdgM8G8EaM9RNloyp8qX6Ng0C2noZn1m17Ak4CVyYbJ6+tKd82Wz26Xl8Mx6EgyDPhtvLSLBO1sCGJkY1NnTxxFVwAXXGQJcDan7Jp92pcla5WTa7yR9gA6QWwIaXadlsGUxjSguirkO3sodH+50jQ9Nb/HIjsH/lvJMtM6z7nCHDVQK4QK5C2w0vBjayuvgqPboDgRM9K3CrCKqTACULFzGe21mD/WXb452zNaAgimxDrx1kg2VMlU/pqRITausWtQcQS0xlydlTOWu8x7VTIRRSG0Y2zoym0YaXTo06Q1+Tljm7MK2wnV4Y/RDzfcZf3jZsgJ5C2ehmRxiqYZmAhhJefhii53m77OO4uISu/5nYvGxfXLS7L2fngPbb8EJRdFGTzJvGwT7BdzhgudBvwhUlrJPIHbODYC5ePnHaMNrlrA+l8HK57Gtfci5Z8kKBQ9/feH5t8OhT8+kEVE4ETnRP4ruETIV2+sRTMXU9fh+RfRTZ8vWTmQ+pBtmGvqHVqEMtYr0qPQJu5tnzeZUa5uU1T0X26Ry48mejU/axKJfbZ8Zc/giEUVpodwxsWKiAB7w/OnDANs3MXkIDxmabC5zILLq2CAzpIuvzmfjoGp5C3c0bR/BY+7TLDN0y2m/s7tYNGsK8Kk/7W1tTvItkn+xKI5s+MxvIX9qs+5dqfKFCV0UYNqjwGgZTyKCd9PMsl0Sy1x37dOfmRdnMhi973Wat4zhoNg6mpGI85WLUexprNJpItjgX8ZXbdkQLHXKHZ8NEx0bNHDmY1UG9H2qVXHkYVAbtbm2a04ivfGF7ofpc5lwFO0uHRnj50BQ5aNRAqVCrIEa2DJYMpvgzVsLIQS5OHdgRKHcB40ChlHks0mOQ1RyGzq0qkkaXiFSjB1rUxDYNOTWb7drqIAzOgcjh8113mCdTOmFDh7GSOO9MoSw08mPUswlT3rIaDpklJ3lsxTNER/mJjeQrx96Am4ugCuStjwye1KyBQM3QWJV85WwWq+Gp9iVkFLJU2igW6/V6caM0bveRny+u+TTrM8xRqp94F4PB4KL7D3ccHbXcrUfz6tnmZbfb7Vye86m0VNx9rOEFvkUCZKIHY98fd9rmQmnW3F2SN+rHx3X7WvryxtGBN4ifgGGhL7g4/p0c550nEx9669sBSBu7NcUQACzasCwrPXfL12z4cKq/hFyyFYR5sI0MF+5Idy5QUZ9V5ZcTZEj1g6CFRWiOYuOy7NbzSxspjXL5Am5TjBUobS0OIgJz4bX724/y5qb9ElCu1wbbBPGR2hdclf0zpCtp81vyUWuYUeBccvx3fXNntvHr57flV9O79VGoWKz9RV8QTs++/ppZnsnlZraNH5Rqo1hFbWxpRCoV64fHj48PBxgPD4/Hu4f1Yik5LjNM77z++jmznPuGMPPT6CWHQ0MF0lrjoqJ0dNLyElFjBH7L2zrYLX5yCYCI2PuGLOKbAhMX8snQDLLofRzPFw+k3RahwfIZYFK8B7sbn0TIbIMlArCLE3AFj2FisTauKuAoONw9CSWIkAGbY+d+bt/MNa52KmkuL+hIV97MRGAuto1nwKuZ9MnUDscWNY9GoUJ/JsEHq++BzC2jMDizvDzzLf9ze+9m7vX16u3tbWdndmdnB724asz92s7PmIlAWP5lYu/E2kYXvQ/jYwIBXBwa9GgsslmFzjKXw7woMLw080C4uDNfCXg8xFODB4crYxZYR4MdFDIPuIEwNwPNdRhm5vgrHXoNkRyr0Npj3RZFcfwBP1HZAAN5GnzwQ8BpLQKpuHtQa3m9rVbr4HH36LNz2SAURxA4BizCXxJ6Xf4oFbnc1YBxOaSziwdWfRPQMoKwxaZ/ftA2crkdmyc6GqR6zTtAa7BMWNcDVx+LGrlvs7bO8SPAjopl6CD5tRhsnQwQwdsfMY2ZnxX7JvdvIJeKh4+1VlDtPBt0+eJi6+RQUaGb52edbrvd7Zj6+DsfiBpmqeVSLvx8dvny8tLpvFyenZ2eb32B+lyWVopK1fZ4cnKiVGwrasUmn7884U4ggXmPzs3IjsJzcX55gfcNqVcme4hww7HdOQNWDL4C5NPO1DW7c97UMK+MSkbOVI64TtvXwJYlsrhYvi63O89OLqtB2Hoxb8i8Ni+N343GBsfFuQUVOiXl7IWjy4wmnHfL5l2I/OatykghNJc3x85nYPuWGeadRM5hq8tvQsw+8c48kmnk+JzaGYENZB8jbwkaI7Y6gBmXL4DANjsCGTOQ7uT3RIPW4eCqnopLHz9O33UHLCGHa41loDZz4eXudnk4H2WHM8sWv3kbWazPYuPd1TCtMfPL8k6bZ92ngYRkr8e+U3owToHRDdp4lx8SL26tO2EuvLvjjKxoYrlhvCUSHr6OwwnljN/Inh248a4xJGqMIMLlrdOzl2774ukJk4BIeXq66L6cOZ5az7gob9ocyqEy0E/A4GkFWd5UIH8BWY7iBbcF8Xposr8dEEJnbmwZ9nhg2IPoy5YvLodH8wF+ksvbMOaxQd8DjYgoP72MpAB3rC1j+Wt2c0bEFonsKI5fdEaOX9Ydr/+0k2BsnT+fnm99SOrcWJrGF2/njAOvFkFjueH0yByAZcPL6YF9HOl0BWGgTBwCixYPvEbyZVG5urudXooQTIfft28aukSaQ2gg4J93dzc3eyru5hqzHHFwzIDSalpHpYJXZQlmBy1e24S3PUzBdx3hcDgyrY0qv0QxPR3WgbnL35n6E2A6gRYSXdv/LC8vRyLov2UF5GckEr7daziYhme3IwwRGqa1+P8OfEiPWjKGxl8gGdAqyW+ry4bDS5Fbp/xqJwwOK6LN4H0AF/g4AxvQGnTuJ3RbSzIIIRFoOWH8SOfhUUU0W80bnhqG6UB22JAgn+G2HmAMJOP796Vt6KRx426JnexS+Hse/YsiSESzVIaM222C2zx7ToQ1aWgJevkNui9DBgo/GEaWI05IEzYkRPaudlBynX1r3N3qLTpKRkTNMOn0FXPWEhseoUVXoAmMsK1fIXxzhzPV3M3vcIR5LrfjnTeENHN/QzBMq1NIM1zRR7wzTc9ivQBq/eVB97/VyYjoUj3dYEwuYn/USLOGAT1Chgym8kwz9sJSCJABx0+GjCWmbpmjbEQcKGe2Gd/dAx5GhX6+TMl6m4beBWNGDg6F1NHCzLtv1FDD4GnjxQ7rJ7e83KnQaevSI/1GU1DEkCuASg0mI81kbObtO/1u4b1Pm+IHMMdGrTAnFmcpGd/vCG723pcoF78NRwOpNQcuEFA/C7/Td68YL3FGhjZYJb703dS3nWW5msagSiO89N1EHtDQsLAM6iVa2qjs7C1T53Oq6H97N+iGbcMzYd3IhPe9hjnIAatqcACt6JcNb7sqt7/3kHqhVUE4Aq+92YH03BJbpkVumEA6mAxz/gGrVuiWFd0IcHC4i7DCdiny29GO6c4tO+eldzqYN2sysFS9MdgG3M+AcuSsTsb0nSFKo5vPOb79rWE0Dj1yXDFk5FVMU4Ne+s4+xDeo0zUDPWbKMVGwtChY+hIdwtk91gZ0KfVKnXtPb8dcUckUnmY1E2QZM1A9Tjkms6em4YQMh/DKlkrTqq1ShRxm2v0VqpnY2gTclZCDlgkaRjIYgeFIhQagwighreSY00c5zcqrOz41ovOhiPHtG5ROKMfK5Flt53jnTwFTKIVVeUAf2TSb7vaoEb3rg7dYKZgBanjGEhQvYqIG2P+wAXPG5EiHqMvhG+oPjP1eMQdSBWmxoJYDlDUlU43Vs0xqdSixzkUi+ZvG1SxeI5i92mMznGoH20xwIEsJ+EC2I0RDyazVqgnQ3mEqePXDGxpDHelyKXEMqYUIyqvTEUNfWKvnb9mMq7TFTQfqWdh6cTHHhQF6BY0MqjyciqGWkkobTzpvcYBuL7oPDNjulzP3d9PUBvWWEdNMWHZkaZZ5HCxobVAJgwfQqdBpWhsGv2GcKf/08pTtZezNWmJ8PDFPiKXiXTf9HegAeuB3atCD94Hm8oaoyEyc9s+Yxmo4Ygm2VvhkMr7heMFUSSgiTN826GO8iuCqfYn8Q5bUlE42GVV+jznQNTdwR1du5h9WiDYi0+oa3dI/O/QKzNKdjiUTIuOraHEn/Gb79j0fRjMO52+3714NdrijdK4NaDQar1dvO6aV1tlfef07nDn2O53onW/5n78M172il73T368A9wLuPvbES9Z//3TVN115e23M3d0ouMNTU1j7AsvJE0wwwQQTTDDBBBNM8CUxn2oWQuxXXKRMs7CPfu6H4BOk1HpB+3NEzWpCOTe1GiIfWZxDUE2tFkx/xyi01kyEhny/RspUE/M2/Rm/hIiwxrwh4zf8yYQgZsA/wRTCn8eU1xn0sodfREUxnsnERaFpeaOQKIiiIOyz783ja/0AD69m1kOEAsmPjhGitnwlKSF6PIKBjKjf4xdDBdEvCOvACQUBnXCPXoTmXSnBI8SSCZcrjs8RBfTPGnAKwRo6z+MXVONR/j9BIXxzmIweoiAau5ddEhoPuq4zZLhieLYF17roEeP7/Anr+IR59KKJnhciLCqIsXlEhrDWjPv9nnmL+zRFwoWAjl6VsU3F+6mQNRkh5XBkgYQMj71khPR540coJvB4M9AI7pE1ENdArPj9/b4Hn4/IEFddPb9gZRgJAU1JiCd6okcQ41X5XvAL4qo1GYQ7fE1HyKiKsXUlRtwLyihWxRgUNBBXYnNhQUafozOTsgd5SBKTsZ5E1rwA3wU5HTo4JmGKsdH7e+h3ccGajB5xqrhLcVuGjPUfY6QloY6nieNbbA0Bj9PfW+ujZyjwc5OxRyR7opDJYNKSkl8jY3UePW34z94lPJgL4b6A0kIV8SLep4SBZMwTwxAy84VCIkpeJgoEKRSprTzxD7EfCmF7FPqZVBU/CgFHd2UcogLuxhLi6Me+gN0fPzDGMlZXRaEP3mYd24W4FhdEAT3rhF/su4aQgT/G9JHM5iEeowJHHQvz+0PEcQYgd1V+rCUWFhJN9NofQ68wuARfQGTsI0/yR7E7+X9ksDkrZNwL2Ls4yNgzPNEmtilk+InM6g9pCBn7hAAhRkC48Mcoetb5+08Qp3ZADKOK30ziSfYszmiuCf74OnJjsbogkgemk7G+JkBeMk/c3xNdSOCcHU+hHNR0DSHjnlhdirxWA6gtsquAx5NBsxQUMlBSwYOOSob/ZaCONSX+oaem5Nj7e40MoRkHc0lCFPyKnQsE+Pxe8n4QGUmR2IVyf9uzCSIDxwwhlWwKmSQWGmLIlepVeZlRFfzKfEKEDFFisklGiEJyfIFESxSSCeJKWhlIBk7uQly1MqfIwDLHL0Tj+OYJGUeSNfMYEmIUpxEcHAgZxmwixMB7EKIzqwQxHEsLA92EDMmj8eoYGQKJAFESPnCaEe/Nh8shrL2JPyhkyDoZ664+HEFdTKYisclIRsZ8iyjOVbqNOecmROHgt/wxHPs9UNi6RwmyGU8lyBnzIRpA0TUEMPBWTW4ymAxXoSf6aUo3kZH4lFlbwEBGlQTPJCmNiEQETsDSKpRC2V7wmLIJDsZonjwUogsJhEJfGEoGiuYFl6whSUQXMkHyS1/sW/854z+GSkaIDLKJyRBIqYYNG5JQUk8QqvOELoUMPyoyVDLQ3JTsbMLH3ASjGY3rIGPxKK+RBwnR8WguDOIT8bgyyIRLQHPTgqkfqFl7+EABq0IltCTlaK+fkhUyUEoEs6viJn2imKKC4B9ORlWk8LAKFAtQYUzxQwpVlTaDokDnXagSjRLtQewEGqVCBTqsSmoT1zyOmToZ/h4w0hRpgSjmXU2t4VdDyNif11FQapMCfWdMtcl9lLDgFxVtHSeGHnNJRAyA1eQ8quaaq8SlFkg2aUaxUlTI2EdkxAEy+sRNhFgTTSRUjXpS0jAyGNiWTUKkshbjTXmBeEsVRQtEgkLGvUuKVbl0srBPJofiiZJaUX2JqjmsQFPzaIYgGXGl1lKiBtKjgifxBclwoYpY7BfU8QoxUWllkCeJ3GVBFKDcihSIrkCTWHX0ldNJOAGCbkh1exKIFFqiMczLFyMj2W+SKLmqjOqHKIh9pcpE91/vg/kEmxNOuqQ2WU1FcXYgPRDiDJxMI3FGDbfrSFKRtk5htZoISa6vRYZ2Q2zmcclVuK8uyCktRkaR6fPHysiVRJRAZSVhknYebggJ2Mf8fAOEdK2EDGkmriu/4dwqFVBIVHT6kLHZTUYGC2A1kSK7EHohxc2hRHmPgkTGlUBMKcWMR1Xw4sICCghAPz2Be6USKb6aSEsploHsShUdHyRDro6ZFmTwgl+VjinRjxvBq6IySS5moICB04dMbEdAaSjZU8SouC6HQlCIiSFhkVDikNa4QmTMV9eU0p4nQ9pnQQQeyvrqbz0xConcTwNeIlFb/HJfVFdLfpCeQtw8u1XEFRGZWJCLvSaSDJlYc19JrSCa6Ix1Jb0iQUcI8CuiPaGkda7aqCJVawA+U4WAu+qQyv0shPp0gSQlxkLaK6j32hRVLVYQ+1XlSGy2UXQwWLCiGJ3yY/3cx0axLktSHF22p1wXpxRAvzcFD4uo/o+WkaD0/XlYpQZAbXB/NQHcVNd/BpupLoAeooBcZX19PkkOQVlEu2yoUIBWURFjQzDSpCaYYIIJJphgggkmmGCCCb4M/ge91CCUGtE3KwAAAABJRU5ErkJggg==",https://sbtr.org.tw/frontend/index.aspx,計畫
